┠310362002011┠	┠3102900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠308551024019┠	┠3085840001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠308581002013┠	┠3085840001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠308584000013┠	┠3085840001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠310581000017┠	┠3102900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠308584001016┠	┠3085840001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠310653000017┠	┠3102900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠308602034014┠	┠3085840001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠308651020015┠	┠3085840001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠310305000013┠	┠3102900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠907452000016┠	┠9074510001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠308653018018┠	┠3085840001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠308731021018┠	┠3085840001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠310100000010┠	┠3102900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠308791011014┠	┠3085840001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠308821004003┠	┠3085840001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠310301000016┠	┠3102900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠308881029018┠	┠3085840001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠310332000019┠	┠3102900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠310331000017┠	┠3102900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001584075564┠	┠0115840268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001451040541┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001452040572┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102881000019┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102871009990┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102851000026┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102821018008┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102791009990┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102770006664┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102731000010┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102701009995┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102653005001┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102651066669┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102641005004┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102611009990┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102584000002┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102581099996┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102551099983┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102521009993┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102491002685┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102451038003┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102421000018┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102391050013┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102361009990┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102331000014┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102301000010┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102290088875┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102290068892┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102261000018┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102241000017┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102221009994┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102191000046┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102161000017┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102121000012┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102110005002┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102100099996┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠102100009980┠	┠1022900001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001453040763┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001454040674┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001455040822┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001456040854┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001458040972┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001461041985┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001463040700┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001463441670┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001465041550┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001466041885┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001468041754┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001471041411┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001473041509┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001473241543┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001475041302┠	┠0114510268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302100011000┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302100011106┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302110023106┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302121024107┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302161026104┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302191027101┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302221022203┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302222020102┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302261000014┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302290031000┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302301032106┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠303301000018┠	┠3031000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠304521041497┠	┠3041000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠402261000004┠	┠9071000003┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠313100000013┠	┠3131000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠313110010012┠	┠3131000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠313290020018┠	┠3131000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠313331030019┠	┠3131000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠313584001005┠	┠3131000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠313791010002┠	┠3131000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠303452038005┠	┠3031000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302305035302┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302331033102┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302332033793┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302361032600┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302391034007┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠303791000013┠	┠3031000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302393000008┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302421028108┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302451036202┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302452036107┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302491039208┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302521038005┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305100000013┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305100001008┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305110021002┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305121010000┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302551040106┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302581044306┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302584043105┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305161009006┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305222006000┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302602044808┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305290002004┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302611029104┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302651041005┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305301008006┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302653042001┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302701047100┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305305026009┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠302731030103┠	┠3021000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305331007005┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305332019008┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305333028008┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305361000015┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠305791012008┠	┠3051000001┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠907100000046┠	┠9071000002┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠402241000015┠	┠9071000003┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001100001509┠	┠0111000268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠001290003515┠	┠0112900268┠	┠2009-10-26┠	┠2009-10-25┠	┠01┠	┠┠
┠105100000025┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105100098013┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105110035002┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105121000016┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105161001009┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105191000015┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105221000013┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105222000015┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105241000014┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105261010113┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105290028005┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105305027007┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105331000000┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105332000010┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105361000019┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105391000010┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105393000013┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105421000007┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105451000016┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105452000018┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105521000012┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105526000011┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105551000013┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105581000018┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105584000005┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105611008019┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105641010012┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105651000014┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105653000000┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105701000010┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105731000014┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105770000017┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
┠105791000016┠	┠1051000001┠	┠2009-12-03┠	┠2009-12-02┠	┠01┠	┠┠
