┠001715787722┠	┠07┠	┠001┠	┠001715087643┠	┠    ┠	┠┠	┠            ┠	┠7157┠	┠中国人民银行平塘县支行┠	┠┠	┠贵州省平塘县平湖镇环城路┠	┠558300┠	┠0854-7221660┠	┠┠	┠1┠	┠2005-03-14┠	┠2999-12-31┠	┠2005-03-07 14:01:10.0┠	┠2┠	┠20050007┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001715887695┠	┠07┠	┠001┠	┠001715087643┠	┠    ┠	┠┠	┠            ┠	┠7158┠	┠中国人民银行罗甸县支行┠	┠┠	┠贵州省罗甸县解放西路81号┠	┠550100┠	┠0854-7611226┠	┠┠	┠1┠	┠2005-03-14┠	┠2999-12-31┠	┠2005-03-07 14:01:11.0┠	┠2┠	┠20050007┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001715987681┠	┠07┠	┠001┠	┠001715087643┠	┠    ┠	┠┠	┠            ┠	┠7159┠	┠中国人民银行长顺县支行┠	┠┠	┠贵州省长顺县长发路┠	┠550700┠	┠0854-6821231┠	┠┠	┠1┠	┠2005-03-14┠	┠2999-12-31┠	┠2005-03-07 14:01:11.0┠	┠2┠	┠20050007┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001716187749┠	┠07┠	┠001┠	┠001715087643┠	┠    ┠	┠┠	┠            ┠	┠7161┠	┠中国人民银行龙里县支行┠	┠┠	┠贵州省龙里县穿洞口16号┠	┠551200┠	┠0854-5632125┠	┠┠	┠1┠	┠2005-03-14┠	┠2999-12-31┠	┠2005-03-07 14:01:10.0┠	┠2┠	┠20050007┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001716287650┠	┠07┠	┠001┠	┠001715087643┠	┠    ┠	┠┠	┠            ┠	┠7162┠	┠中国人民银行惠水县支行┠	┠┠	┠贵州省惠水县环城西路23号┠	┠550600┠	┠0854-6221324┠	┠┠	┠1┠	┠2005-03-14┠	┠2999-12-31┠	┠2005-03-07 14:01:10.0┠	┠2┠	┠20050007┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001716387711┠	┠07┠	┠001┠	┠001715087643┠	┠    ┠	┠┠	┠            ┠	┠7163┠	┠中国人民银行三都水族自治县支行┠	┠┠	┠贵州省三都县建设西路┠	┠558100┠	┠0854-3921300┠	┠┠	┠1┠	┠2005-03-14┠	┠2999-12-31┠	┠2005-03-07 14:01:11.0┠	┠2┠	┠20050007┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090545┠	┠01┠	┠001┠	┠001731090545┠	┠7310┠	┠001100001509┠	┠001731090545┠	┠7310┠	┠人民银行昆明中心支行营业部┠	┠┠	┠昆明市北京路145号┠	┠650011┠	┠0871-3518662┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:27.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠2┠	┠2003-12-01┠	┠┠
┠001731090588┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行官渡区支行┠	┠┠	┠昆明市官渡区民航路422号┠	┠650200┠	┠0871-7173784┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090596┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行西山区支行┠	┠┠	┠昆明市西山区马街北路49号┠	┠650100┠	┠0871-8182100┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090623┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行呈贡县支行┠	┠┠	┠昆明市呈贡县古银路┠	┠650500┠	┠0871-7479460┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090631┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行安宁市支行┠	┠┠	┠昆明市安宁市湖滨路37号┠	┠650300┠	┠0871-8699447┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090640┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行晋宁县支行┠	┠┠	┠昆明市晋宁县郑和路22号┠	┠650600┠	┠0871-7892090┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090658┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行富民县支行┠	┠┠	┠昆明市富民县永定镇西环路8号┠	┠650400┠	┠0871-8811173┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090666┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行宜良县支行┠	┠┠	┠昆明市宜良县花园街10号┠	┠652100┠	┠0871-7524197┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090674┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行嵩民县支行┠	┠┠	┠昆明市嵩明县秀嵩街90号┠	┠651700┠	┠0871-7911283┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090682┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行石林县支行┠	┠┠	┠昆明市石林县阿诗玛南路┠	┠652200┠	┠0871-7796798┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090699┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行禄劝县支行┠	┠┠	┠昆明市禄劝县屏山路118号┠	┠651500┠	┠0871-8912577┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090738┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行东川区支行┠	┠┠	┠昆明市东川区新村路┠	┠654100┠	┠0871-2122254┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001731090998┠	┠07┠	┠001┠	┠001731090545┠	┠    ┠	┠┠	┠            ┠	┠7310┠	┠人民银行寻甸县支行┠	┠┠	┠昆明市寻甸县德仁镇┠	┠655200┠	┠0871-2662657┠	┠┠	┠1┠	┠2003-12-01┠	┠2999-12-31┠	┠2003-11-27 10:49:41.0┠	┠2┠	┠20030012┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001734090813┠	┠01┠	┠001┠	┠001734090813┠	┠7310┠	┠┠	┠001734090813┠	┠7340┠	┠中国人民银行昭通市中心支行┠	┠┠	┠云南省昭通市昭阳区海楼路┠	┠657000┠	┠0870-2220361┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:42.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠2┠	┠2005-06-27┠	┠┠
┠001734290874┠	┠07┠	┠001┠	┠001734090813┠	┠    ┠	┠┠	┠            ┠	┠7342┠	┠中国人民银行鲁甸县支行┠	┠┠	┠云南省昭通市鲁甸县文屏镇┠	┠657100┠	┠0870-8121435┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:43.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001734390860┠	┠07┠	┠001┠	┠001734090813┠	┠    ┠	┠┠	┠            ┠	┠7343┠	┠中国人民银行巧家县支行┠	┠┠	┠云南省昭通市巧家县新华北路25号┠	┠654600┠	┠0870-7122027┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:43.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001734490833┠	┠07┠	┠001┠	┠001734090813┠	┠    ┠	┠┠	┠            ┠	┠7344┠	┠中国人民银行盐津县支行┠	┠┠	┠云南省盐津县大街229号┠	┠657500┠	┠0870-6620200┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:43.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001734590891┠	┠07┠	┠001┠	┠001734090813┠	┠    ┠	┠┠	┠            ┠	┠7345┠	┠中国人民银行大关县支行┠	┠┠	┠云南省昭通市大关县翠华镇北门街3号┠	┠657400┠	┠0870-5621470┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:43.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001734690888┠	┠07┠	┠001┠	┠001734090813┠	┠    ┠	┠┠	┠            ┠	┠7346┠	┠中国人民银行永善县支行┠	┠┠	┠云南省昭通市永善县景新镇玉泉路┠	┠657300┠	┠0870-4125123┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:43.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001734790908┠	┠07┠	┠001┠	┠001734090813┠	┠    ┠	┠┠	┠            ┠	┠7347┠	┠中国人民银行绥江县支行┠	┠┠	┠云南省昭通市绥江县金江街357号┠	┠657700┠	┠0870-7621143┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:44.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001734890846┠	┠07┠	┠001┠	┠001734090813┠	┠    ┠	┠┠	┠            ┠	┠7348┠	┠中国人民银行镇雄县支行┠	┠┠	┠云南省昭通市镇雄县乌峰镇文卫路79号┠	┠657200┠	┠0870-3120578┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:44.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001734990857┠	┠07┠	┠001┠	┠001734090813┠	┠    ┠	┠┠	┠            ┠	┠7349┠	┠中国人民银行彝良县支行┠	┠┠	┠云南省昭通市彝良县大坝子┠	┠657600┠	┠0870-5123433┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:44.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001735190917┠	┠07┠	┠001┠	┠001734090813┠	┠    ┠	┠┠	┠            ┠	┠7351┠	┠中国人民银行威信县支行┠	┠┠	┠云南省昭通市威信县扎西镇人民路19号┠	┠657900┠	┠0870-6123321┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:42.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001735290921┠	┠07┠	┠001┠	┠001734090813┠	┠    ┠	┠┠	┠            ┠	┠7352┠	┠中国人民银行水富县支行┠	┠┠	┠云南省昭通市水富县人民东路1号┠	┠657800┠	┠0870-8637578┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:43.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001736090964┠	┠01┠	┠001┠	┠001736090964┠	┠7310┠	┠┠	┠001736090964┠	┠7360┠	┠中国人民银行曲靖市中心支行┠	┠┠	┠云南省曲靖市开发区翠峰路中段┠	┠655000┠	┠0874-3314984┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:42.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠2┠	┠2005-06-27┠	┠┠
┠001736291006┠	┠07┠	┠001┠	┠001736090964┠	┠    ┠	┠┠	┠            ┠	┠7362┠	┠中国人民银行马龙县支行┠	┠┠	┠马龙县环城西路┠	┠655100┠	┠0874-8880560┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:44.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001736391015┠	┠07┠	┠001┠	┠001736090964┠	┠    ┠	┠┠	┠            ┠	┠7363┠	┠中国人民银行宣威市支行┠	┠┠	┠宣威市向阳街┠	┠655400┠	┠0874-7203210┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:44.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001736491025┠	┠07┠	┠001┠	┠001736090964┠	┠    ┠	┠┠	┠            ┠	┠7364┠	┠中国人民银行富源县支行┠	┠┠	┠富源县鸣凤路24号┠	┠655500┠	┠0874-4612293┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:43.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001736591059┠	┠07┠	┠001┠	┠001736090964┠	┠    ┠	┠┠	┠            ┠	┠7365┠	┠中国人民银行罗平县支行┠	┠┠	┠罗平县九龙大道中段┠	┠655800┠	┠0874-8212725┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:44.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001714188377┠	┠07┠	┠001┠	┠001713088211┠	┠    ┠	┠┠	┠            ┠	┠7141┠	┠中国人民银行台江县支行┠	┠人行台江县支行┠	┠贵州省台江县和平街┠	┠556300┠	┠0855-5322310┠	┠┠	┠1┠	┠2005-03-14┠	┠2999-12-31┠	┠2005-03-07 14:01:10.0┠	┠2┠	┠20050007┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001714288271┠	┠07┠	┠001┠	┠001713088211┠	┠    ┠	┠┠	┠            ┠	┠7142┠	┠中国人民银行黎平县支行┠	┠人行黎平县支行┠	┠贵州省黎平县德凤镇玉皇阁┠	┠557300┠	┠0855-6210885┠	┠┠	┠1┠	┠2005-03-14┠	┠2999-12-31┠	┠2005-03-07 14:01:11.0┠	┠2┠	┠20050007┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001714388260┠	┠07┠	┠001┠	┠001713088211┠	┠    ┠	┠┠	┠            ┠	┠7143┠	┠中国人民银行榕江县支行┠	┠人行榕江县支行┠	┠贵州省榕江县古州东路┠	┠557200┠	┠0855-6622255┠	┠┠	┠1┠	┠2005-03-14┠	┠2999-12-31┠	┠2005-03-07 14:01:11.0┠	┠2┠	┠20050007┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001738391746┠	┠07┠	┠001┠	┠001738091729┠	┠    ┠	┠┠	┠            ┠	┠7383┠	┠中国人民银行牟定县支行┠	┠牟定县支行┠	┠云南省牟定县┠	┠675500┠	┠0878-5211626┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:44.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001738491784┠	┠07┠	┠001┠	┠001738091729┠	┠    ┠	┠┠	┠            ┠	┠7384┠	┠中国人民银行南华县支行┠	┠南华县支行┠	┠云南省南华县┠	┠675200┠	┠0878-7221224┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:43.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001738591764┠	┠07┠	┠001┠	┠001738091729┠	┠    ┠	┠┠	┠            ┠	┠7385┠	┠中国人民银行姚安县支行┠	┠姚安县支行┠	┠云南省姚安县┠	┠675300┠	┠0878-5712011┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:44.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001738691798┠	┠07┠	┠001┠	┠001738091729┠	┠    ┠	┠┠	┠            ┠	┠7386┠	┠中国人民银行大姚县支行┠	┠大姚县支行┠	┠云南省大姚县┠	┠675400┠	┠0878-6222758┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:44.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001738791774┠	┠07┠	┠001┠	┠001738091729┠	┠    ┠	┠┠	┠            ┠	┠7387┠	┠中国人民银行永仁县支行┠	┠永仁县支行┠	┠云南省永仁县┠	┠651400┠	┠0878-6712226┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:43.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001738891816┠	┠07┠	┠001┠	┠001738091729┠	┠    ┠	┠┠	┠            ┠	┠7388┠	┠中国人民银行元谋县支行┠	┠元谋县支行┠	┠云南省元谋县┠	┠651300┠	┠0878-8212979┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:43.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001738991806┠	┠07┠	┠001┠	┠001738091729┠	┠    ┠	┠┠	┠            ┠	┠7389┠	┠中国人民银行武定县支行┠	┠武定县支行┠	┠云南省武定县┠	┠651600┠	┠0878-8712724┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:44.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
┠001739191754┠	┠07┠	┠001┠	┠001738091729┠	┠    ┠	┠┠	┠            ┠	┠7391┠	┠中国人民银行禄丰县支行┠	┠禄丰县支行┠	┠云南省禄丰县┠	┠651200┠	┠0878-4122481┠	┠┠	┠1┠	┠2005-06-27┠	┠2999-12-31┠	┠2005-06-23 14:15:43.0┠	┠2┠	┠20050038┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠┠	┠┠	┠00┠	┠┠	┠ ┠	┠          ┠	┠┠
